# GREAT version 3.0.0	Species assembly: hg19	Association rule: Single nearest gene: 100000 bp max extension, curated regulatory domains included
NA_peak_21486	PDE5A (-68969)
NA_peak_25161	BTN3A2 (-37534)
NA_peak_16201	B3GNT7 (-48187)
NA_peak_13064	GTSCR1 (+29117)
NA_peak_849	DNASE2B (-95326)
NA_peak_10975	NONE
NA_peak_7006	NONE
NA_peak_5634	KLRF2 (+7178)
NA_peak_4021	PPAPDC1A (+38616)
NA_peak_27394	MPP6 (-72601)
NA_peak_1293	HAO2 (-89370)
NA_peak_3406	SLC25A16 (+10956)
NA_peak_16191	CAB39 (+1526)
NA_peak_13051	NONE
NA_peak_31367	NONE
NA_peak_21849	NONE
NA_peak_14430	FAHD2B (+4311)
NA_peak_31829	FUBP3 (+29117)
NA_peak_1254	NONE
NA_peak_32208	NONE
NA_peak_26661	NONE
NA_peak_23232	CARTPT (+59734)
NA_peak_24455	NONE
NA_peak_18382	NONE
NA_peak_17688	NONE
NA_peak_15708	NONE
NA_peak_1058	NONE
NA_peak_10150	NONE
NA_peak_7139	ZMYM5 (-36349)
NA_peak_6718	NONE
NA_peak_5685	PLBD1 (-12675)
NA_peak_6931	POLR3B (-16443)
NA_peak_4749	GAL (-93351)
NA_peak_1505	NONE
NA_peak_1193	STRIP1 (-3189)
NA_peak_29884	NONE
NA_peak_27606	NONE
NA_peak_27578	NONE
NA_peak_28435	NONE
NA_peak_26710	NONE
NA_peak_26700	GPR126 (-22171)
NA_peak_23513	NONE
NA_peak_22801	NONE
NA_peak_24071	NONE
NA_peak_23808	NONE
NA_peak_23680	ST8SIA4 (-91130)
NA_peak_20745	CSN3 (+3508)
NA_peak_21953	DCHS2 (-54862)
NA_peak_18467	NONE
NA_peak_19778	NONE
NA_peak_19410	NONE
NA_peak_13761	NONE
NA_peak_13758	NONE
NA_peak_15979	NONE
NA_peak_15917	PIKFYVE (+25474)
NA_peak_15832	WDR12 (+488)
NA_peak_16603	NONE
NA_peak_12978	SERPINB8 (+39565)
NA_peak_10863	NONE
NA_peak_10730	NONE
NA_peak_10186	ETFA (+66695)
NA_peak_6632	NONE
NA_peak_6362	NONE
NA_peak_6347	CNOT2 (+37763)
NA_peak_6253	NONE
NA_peak_2373	SIPA1L2 (-27896)
NA_peak_5851	NONE
NA_peak_2132	USH2A (-36631)
NA_peak_5687	H2AFJ (+4758)
NA_peak_5109	NONE
NA_peak_4961	FZD4 (-33211)
NA_peak_1452	ASH1L (+2749)
NA_peak_5261	NONE
NA_peak_5191	NONE
NA_peak_3675	NONE
NA_peak_3529	SFTPD (-39996)
NA_peak_4005	CACUL1 (+25950)
NA_peak_2273	NONE
NA_peak_29804	PAG1 (+45559)
NA_peak_33036	CHRDL1 (+92209)
NA_peak_23317	AP3B1 (+59214)
NA_peak_17664	DAZL (-28474)
NA_peak_15063	RIF1 (-131)
NA_peak_28733	DGKI (+6408)
NA_peak_9732	THBS1 (+5731)
NA_peak_5428	NONE
NA_peak_28774	ENSG00000257743 (+28599)
NA_peak_20019	FGFR3 (-16286)
NA_peak_24913	PHACTR1 (+62832)
NA_peak_7334	STARD13 (+56920)
NA_peak_7120	NONE
NA_peak_2002	LAX1 (-13004)
NA_peak_31561	ABCA1 (+67623)
NA_peak_23233	NONE
NA_peak_25777	NONE
NA_peak_19929	CCDC50 (+307)
NA_peak_16297	GFRA4 (+4446)
NA_peak_284	CITED4 (-57301)
NA_peak_17156	DSCR3 (+36301)
NA_peak_291	FOXJ3 (+9805)
NA_peak_21601	PHF17 (-91802)
NA_peak_31360	NONE
NA_peak_25039	SOX4 (+53954)
NA_peak_17450	EP300 (+1903)
NA_peak_16791	NONE
NA_peak_7423	FREM2 (+76620)
NA_peak_22620	NONE
NA_peak_31162	MAMDC2 (+84400)
NA_peak_11672	ZNF652 (+5867)
NA_peak_32908	BEX5 (-19438)
NA_peak_31195	NONE
NA_peak_24381	PCYOX1L (+9698)
NA_peak_14110	LGALSL (+12609)
NA_peak_9010	NONE
NA_peak_25598	BAI3 (+66112)
NA_peak_15809	CASP10 (+10085)
NA_peak_5336	NONE
NA_peak_10296	POLG (-74020)
NA_peak_8268	SOX21 (-26660)
NA_peak_1457	NTRK1 (-826)
NA_peak_13268	ZNF536 (-66129)
NA_peak_31241	RFK (-14914)
NA_peak_19593	TNIK (+50911)
NA_peak_3300	NONE
NA_peak_26640	NONE
NA_peak_11476	GGNBP2 (+1669)
NA_peak_20556	IGFBP7 (+65142)
NA_peak_19979	TMEM44 (+59389)
NA_peak_18058	NME6 (+28437)
NA_peak_11114	NONE
NA_peak_31860	NACC2 (-20206)
NA_peak_28606	NONE
NA_peak_26680	NONE
NA_peak_23330	ARSB (+75604)
NA_peak_20548	NONE
NA_peak_21236	BANK1 (+95061)
NA_peak_15656	NONE
NA_peak_1051	NONE
NA_peak_12875	NONE
NA_peak_10711	NONE
NA_peak_6524	ACSS3 (+388)
NA_peak_5638	MAGOHB (+3244)
NA_peak_1439	ILF2 (-495)
NA_peak_3633	MINPP1 (+43006)
NA_peak_13656	NONE
NA_peak_12035	TTYH2 (+15088)
NA_peak_11478	NONE
NA_peak_30997	ALDH1B1 (-11308)
NA_peak_5073	NONE
NA_peak_29702	GDAP1 (+373)
NA_peak_16661	PIGU (+29179)
NA_peak_33560	NONE
NA_peak_32794	TGIF2LX (-74836)
NA_peak_32774	NONE
NA_peak_32228	MAGEB5 (-7952)
NA_peak_32050	NONE
NA_peak_30572	INSL6 (+45498)
NA_peak_30684	NONE
NA_peak_28986	CLDN23 (-4385)
NA_peak_29515	TOX (+65539)
NA_peak_29334	ADAM9 (+31786)
NA_peak_28023	NONE
NA_peak_28520	NONE
NA_peak_28477	NONE
NA_peak_26873	RMND1 (-12346)
NA_peak_26809	NONE
NA_peak_26800	NONE
NA_peak_26483	NONE
NA_peak_26331	NONE
NA_peak_24884	ELOVL2 (+12766)
NA_peak_23032	DDX4 (+22539)
NA_peak_22971	PARP8 (-72934)
NA_peak_22703	PRDM9 (+40031)
NA_peak_24287	NONE
NA_peak_24047	NONE
NA_peak_22427	NONE
NA_peak_22311	NONE
NA_peak_21811	INPP4B (+8176)
NA_peak_21272	CXXC4 (-4667)
NA_peak_18667	NONE
NA_peak_17878	GADL1 (-90550)
NA_peak_19332	RAP2B (-21317)
NA_peak_19041	NONE
NA_peak_18799	NONE
NA_peak_13951	NONE
NA_peak_13941	NONE
NA_peak_13792	CRIM1 (+36866)
NA_peak_15325	STK39 (+46580)
NA_peak_13532	NONE
NA_peak_16836	GNAS (+41254)
NA_peak_16677	CTNNBL1 (+29913)
NA_peak_16598	CST1 (+18146)
NA_peak_16514	DSTN (+20489)
NA_peak_12241	NONE
NA_peak_512	NONE
NA_peak_9733	THBS1 (+61942)
NA_peak_9701	NONE
NA_peak_8128	SLITRK6 (-84858)
NA_peak_8070	NONE
NA_peak_7936	DACH1 (+4157)
NA_peak_7926	NONE
NA_peak_7352	NONE
NA_peak_6210	SLC16A7 (-14879)
NA_peak_6876	CCDC53 (+7569)
NA_peak_4754	NONE
NA_peak_1515	NONE
NA_peak_1382	PPIAL4A (-31215)
NA_peak_5211	CASP12 (+85654)
NA_peak_1135	NONE
NA_peak_3288	NONE
NA_peak_3219	NONE
NA_peak_3172	NONE
NA_peak_8325	NONE
NA_peak_20944	NONE
NA_peak_22593	ANKH (-2120)
NA_peak_18865	SIDT1 (+23148)
NA_peak_16430	NONE
NA_peak_3169	NONE
NA_peak_11350	SPECC1 (+34886)
NA_peak_31846	NTNG2 (+25579)
NA_peak_28155	NONE
NA_peak_16698	NONE
NA_peak_24476	NONE
NA_peak_24501	NONE
NA_peak_2164	NONE
NA_peak_24673	LCP2 (+76602)
NA_peak_29432	NONE
NA_peak_32540	SUV39H1 (+14779)
NA_peak_30338	TRMT12 (-16)
NA_peak_24678	RANBP17 (+2624)
NA_peak_22468	NONE
NA_peak_17199	PDE9A (-28966)
NA_peak_12779	DCC (+86374)
NA_peak_27784	NONE
NA_peak_1366	PDZK1 (-96)
NA_peak_28728	PTN (+46102)
NA_peak_947	FAM69A (+1065)
NA_peak_31108	NONE
NA_peak_16288	NOP56 (-5060)
NA_peak_33501	MAGEA11 (-35633)
NA_peak_13195	ZNF557 (+33984)
NA_peak_10345	MCTP2 (-98375)
NA_peak_10415	MEF2A (-64634)
NA_peak_2550	ZNF692 (-10368)
NA_peak_6042	NONE
NA_peak_11354	CDRT15L2 (+70355)
NA_peak_5514	ST14 (-13879)
NA_peak_10590	CACNG3 (+89390)
NA_peak_20026	MFSD10 (+26400)
NA_peak_32125	GPR64 (+3675)
NA_peak_19123	NMNAT3 (-93452)
NA_peak_27731	NONE
NA_peak_20810	CXCL6 (+1020)
NA_peak_14470	RFX8 (-92184)
NA_peak_1438	S100A1 (-798)
NA_peak_30400	ASAP1 (+79317)
NA_peak_16787	SALL4 (-101)
NA_peak_28844	CUL1 (-75747)
NA_peak_24724	HRH2 (-73210)
NA_peak_6834	TMPO (-15442)
NA_peak_7534	SPERT (+21748)
NA_peak_15889	KLF7 (-73956)
NA_peak_16437	SPTLC3 (+96292)
NA_peak_19347	ARHGEF26 (+19176)
NA_peak_7398	TRPC4 (+706)
NA_peak_946	RPL5 (+55300)
NA_peak_10509	NONE
NA_peak_10209	MORF4L1 (-21721)
NA_peak_8714	NONE
NA_peak_5649	ETV6 (+46346)
NA_peak_3099	NONE
NA_peak_10196	NONE
NA_peak_29040	NONE
NA_peak_25359	PTCHD4 (-11682)
NA_peak_23956	FAM170A (-45691)
NA_peak_17425	TMPRSS6 (-8951)
NA_peak_16503	PCSK2 (+87729)
NA_peak_16502	PCSK2 (-84953)
NA_peak_13113	NONE
NA_peak_84	NONE
NA_peak_27697	DDC (+33333)
NA_peak_11643	NONE
NA_peak_10461	NONE
NA_peak_5613	PHB2 (-303)
NA_peak_13227	LPHN1 (-59251)
NA_peak_10507	NONE
NA_peak_2688	ECHDC3 (+89514)
NA_peak_32882	NONE
NA_peak_32749	NONE
NA_peak_32373	NONE
NA_peak_33377	NONE
NA_peak_30930	NONE
NA_peak_30840	NONE
NA_peak_30020	CPQ (+19935)
NA_peak_30259	NONE
NA_peak_28108	ZNF804B (+3207)
NA_peak_27926	GNAT3 (+44605)
NA_peak_28581	GPR37 (-31321)
NA_peak_28455	NONE
NA_peak_28315	HBP1 (-176)
NA_peak_25955	NONE
NA_peak_25874	GABRR2 (-13375)
NA_peak_25863	RNGTT (+81293)
NA_peak_25637	NONE
NA_peak_25626	NONE
NA_peak_26603	IL20RA (+25307)
NA_peak_26367	NONE
NA_peak_23388	NONE
NA_peak_22763	NONE
NA_peak_22640	NONE
NA_peak_24165	NONE
NA_peak_24063	NONE
NA_peak_24021	NONE
NA_peak_23950	NONE
NA_peak_23722	NUDT12 (-21612)
NA_peak_21061	NONE
NA_peak_20592	NONE
NA_peak_20470	GABRA2 (+29373)
NA_peak_20241	NONE
NA_peak_21815	FREM3 (+58937)
NA_peak_21788	RNF150 (+90684)
NA_peak_20094	NONE
NA_peak_18312	NONE
NA_peak_19996	TM4SF19 (-9143)
NA_peak_19312	TMEM14E (+26012)
NA_peak_19273	PFN2 (+1113)
NA_peak_18885	NONE
NA_peak_14044	NONE
NA_peak_13702	NONE
NA_peak_15259	NONE
NA_peak_16910	USP25 (-19349)
NA_peak_14522	NONE
NA_peak_999	NONE
NA_peak_952	DR1 (-68068)
NA_peak_12956	ZCCHC2 (-61875)
NA_peak_12946	NONE
NA_peak_12651	NONE
NA_peak_12630	NONE
NA_peak_12428	NONE
NA_peak_12361	TMEM241 (-5336)
NA_peak_734	NONE
NA_peak_634	SRSF11 (-36747)
NA_peak_10365	NONE
NA_peak_8969	KTN1 (+76652)
NA_peak_8846	NONE
NA_peak_8822	NONE
NA_peak_8674	NONE
NA_peak_8598	NONE
NA_peak_8269	SOX21 (-35009)
NA_peak_8045	NONE
NA_peak_8002	NONE
NA_peak_7777	NONE
NA_peak_7711	NONE
NA_peak_6591	TSPAN19 (+49383)
NA_peak_5963	PKP2 (+69135)
NA_peak_2104	NONE
NA_peak_4905	PRCP (+40404)
NA_peak_4627	NONE
NA_peak_3552	NONE
NA_peak_4094	FOXI2 (-21180)
NA_peak_30798	NONE
NA_peak_18300	MITF (+25648)
NA_peak_13824	NONE
NA_peak_2253	TLR5 (-59465)
NA_peak_26007	FAXC (+17954)
NA_peak_30276	NONE
NA_peak_16273	TBC1D20 (+846)
NA_peak_11133	NXN (+93457)
NA_peak_25122	LRRC16A (-33951)
NA_peak_7535	SIAH3 (-22013)
NA_peak_11839	NONE
NA_peak_31077	NONE
NA_peak_25687	COL12A1 (+1738)
NA_peak_2370	NONE
NA_peak_27794	AUTS2 (-49315)
NA_peak_16382	JAG1 (+70078)
NA_peak_730	NONE
NA_peak_8920	NIN (+10910)
NA_peak_28245	KPNA7 (-11972)
NA_peak_26274	TSPYL4 (+697)
NA_peak_9410	CCDC88C (+64710)
NA_peak_1412	ANP32E (+1593)
NA_peak_2858	NONE
NA_peak_18883	NONE
NA_peak_28156	NONE
NA_peak_434	JUN (-27292)
NA_peak_18252	MAGI1 (-26799)
NA_peak_31672	AMBP (+75)
NA_peak_23932	NONE
NA_peak_13128	ZNF516 (+43171)
NA_peak_4704	SCGB2A1 (+8106)
NA_peak_874	CYR61 (-46675)
NA_peak_29022	KIAA1456 (+82746)
NA_peak_25235	ANKS1A (+775)
NA_peak_24951	JARID2 (+58337)
NA_peak_26429	NCOA7 (+16418)
NA_peak_23334	BHMT (-6468)
NA_peak_22609	NONE
NA_peak_16688	NONE
NA_peak_33519	CNGA2 (+15799)
NA_peak_1443	IL6R (+44572)
NA_peak_7136	MPHOSPH8 (-40862)
NA_peak_10478	NONE
NA_peak_11243	MYOCD (-26828)
NA_peak_30593	GLDC (-41059)
NA_peak_14622	INSIG2 (+94621)
NA_peak_14795	DARS (+663)
NA_peak_1163	NONE
NA_peak_14542	NONE
NA_peak_17359	UQCR10 (+11730)
NA_peak_59	NONE
NA_peak_11497	HNF1B (+47021)
NA_peak_16722	TOX2 (-33296)
NA_peak_31905	XG (+29895)
NA_peak_27401	OSBPL3 (-44986)
NA_peak_18888	NONE
NA_peak_12717	NONE
NA_peak_31445	SPTLC1 (+16875)
NA_peak_31607	NONE
NA_peak_30380	NONE
NA_peak_23063	NONE
NA_peak_22991	NONE
NA_peak_24541	NONE
NA_peak_20268	NONE
NA_peak_21517	BBS7 (-15438)
NA_peak_19804	NONE
NA_peak_15104	NONE
NA_peak_17182	NONE
NA_peak_14690	NONE
NA_peak_16319	BMP2 (+3377)
NA_peak_12984	NONE
NA_peak_12587	NONE
NA_peak_1466	OR10J5 (-21045)
NA_peak_31092	NONE
NA_peak_22448	LPCAT1 (-43612)
NA_peak_15331	NOSTRIN (-23808)
NA_peak_959	NONE
NA_peak_29357	NONE
NA_peak_23898	FEM1C (+87774)
NA_peak_151	RAP1GAP (+28078)
NA_peak_11678	COL1A1 (-17250)
NA_peak_8563	NONE
NA_peak_16879	NONE
NA_peak_2608	AKR1C2 (-44094)
NA_peak_32822	NONE
NA_peak_32706	NONE
NA_peak_32485	NONE
NA_peak_31903	CD99 (-14178)
NA_peak_33460	NONE
NA_peak_33218	DCAF12L1 (+19526)
NA_peak_31478	HSD17B3 (-37692)
NA_peak_30658	NONE
NA_peak_31852	SARDH (-5858)
NA_peak_29885	NONE
NA_peak_29766	NONE
NA_peak_29287	NONE
NA_peak_28078	NONE
NA_peak_27732	NONE
NA_peak_27628	GLI3 (-64471)
NA_peak_28675	NONE
NA_peak_28379	NONE
NA_peak_25871	PM20D2 (-222)
NA_peak_25786	NONE
NA_peak_25615	LMBRD1 (+11000)
NA_peak_26859	PLEKHG1 (+53245)
NA_peak_26358	GJA1 (-8692)
NA_peak_23410	NONE
NA_peak_23286	POC5 (+47911)
NA_peak_24542	NONE
NA_peak_24373	SPINK13 (+19190)
NA_peak_22579	NONE
NA_peak_24016	CSNK1G3 (+63760)
NA_peak_20515	RASL11B (+85619)
NA_peak_20296	NONE
NA_peak_22064	NONE
NA_peak_21270	CXXC4 (+50798)
NA_peak_18586	VGLL3 (+52478)
NA_peak_18530	NONE
NA_peak_19534	NONE
NA_peak_19190	NONE
NA_peak_19088	NONE
NA_peak_18935	NONE
NA_peak_15270	COBLL1 (-18318)
NA_peak_13563	NONE
NA_peak_13145	NONE
NA_peak_12561	DTNA (-49272)
NA_peak_649	PTGER3 (+44404)
NA_peak_580	SERBP1 (+23736)
NA_peak_10875	NONE
NA_peak_9990	NONE
NA_peak_9327	NONE
NA_peak_9303	NONE
NA_peak_7852	NONE
NA_peak_7824	NONE
NA_peak_7706	NONE
NA_peak_7557	NONE
NA_peak_6215	NONE
NA_peak_1867	B3GALT2 (+3467)
NA_peak_1710	NONE
NA_peak_5221	NONE
NA_peak_3445	VCL (+35445)
NA_peak_33235	NONE
NA_peak_22725	NONE
NA_peak_7856	PCDH9 (+69029)
NA_peak_24394	TNIP1 (+26611)
NA_peak_12325	NONE
NA_peak_8543	NONE
NA_peak_25302	GUCA1A (-16315)
NA_peak_17217	ADARB1 (-58092)
NA_peak_8629	NONE
NA_peak_12442	CDH2 (+24543)
NA_peak_10434	TM2D3 (+35003)
NA_peak_4228	TEAD1 (+83744)
NA_peak_33327	HPRT1 (+91779)
NA_peak_16652	RALY (+1667)
NA_peak_4743	ALDH3B2 (-72787)
NA_peak_21536	SPRY1 (+79933)
NA_peak_19838	IGF2BP2 (+56339)
NA_peak_32396	NONE
NA_peak_32988	NONE
NA_peak_31702	ASTN2 (+14875)
NA_peak_29442	ST18 (-57750)
NA_peak_24769	OR2Y1 (+35373)
NA_peak_22390	NONE
NA_peak_18395	NONE
NA_peak_18130	FAM3D (+19237)
NA_peak_19412	IL12A (+6268)
NA_peak_10579	CDR2 (+14770)
NA_peak_9945	PRTG (-43476)
NA_peak_7118	NONE
NA_peak_7459	KBTBD6 (+31496)
NA_peak_14703	MAP3K2 (+12081)
NA_peak_4952	NONE
NA_peak_3788	NOLC1 (+60)
NA_peak_28894	RBM33 (-26172)
NA_peak_20226	NONE
NA_peak_21809	NONE
NA_peak_11921	NONE
NA_peak_9028	DHRS7 (+5935)
NA_peak_11974	KCNJ16 (-18984)
NA_peak_27869	GSAP (+19326)
NA_peak_23064	GPBP1 (-4337)
NA_peak_7121	NONE
NA_peak_31143	TMEM252 (+4054)
NA_peak_6125	SLC4A8 (+61073)
NA_peak_28120	NONE
NA_peak_24481	NONE
NA_peak_28305	NONE
NA_peak_18844	CD96 (-19165)
NA_peak_13455	NONE
NA_peak_5176	MMP27 (+18425)
NA_peak_24306	NONE
NA_peak_17325	NONE
NA_peak_16426	NONE
NA_peak_9040	TMEM30B (-6653)
NA_peak_3192	NONE
NA_peak_16562	NONE
NA_peak_30064	ZNF706 (-42474)
NA_peak_22233	NONE
NA_peak_21269	CXXC4 (+69679)
NA_peak_16114	NONE
NA_peak_17150	NONE
NA_peak_16892	HSPA13 (-70645)
NA_peak_16464	NONE
NA_peak_873	DDAH1 (-25336)
NA_peak_12734	SMAD2 (+12380)
NA_peak_12190	NONE
NA_peak_10219	NONE
NA_peak_6137	KRT79 (-4695)
NA_peak_5587	NONE
NA_peak_20075	NONE
NA_peak_10519	NONE
NA_peak_5157	KIAA1377 (-34863)
NA_peak_11207	MFSD6L (+3275)
NA_peak_10326	FAM174B (+20738)
NA_peak_31242	NONE
NA_peak_16788	NONE
NA_peak_11178	NLRP1 (-3569)
NA_peak_25237	TCP11 (+95318)
NA_peak_11094	MLYCD (-42418)
NA_peak_31776	NONE
NA_peak_3402	SIRT1 (-76365)
NA_peak_23251	TMEM171 (-4973)
NA_peak_11533	ZPBP2 (+5228)
NA_peak_9087	PLEKHG3 (-417)
NA_peak_32709	NONE
NA_peak_32459	USP9X (+74782)
NA_peak_33536	IL9R (-30598)
NA_peak_31375	NONE
NA_peak_29512	TOX (+69912)
NA_peak_30438	NONE
NA_peak_30179	NONE
NA_peak_30154	EMC2 (+35490)
NA_peak_28873	GALNTL5 (+19731)
NA_peak_28598	NONE
NA_peak_25646	NONE
NA_peak_25518	NONE
NA_peak_25215	HLA-DQA1 (-5774)
NA_peak_26475	PTPRK (+55071)
NA_peak_26373	NONE
NA_peak_26324	FAM184A (-91753)
NA_peak_23654	NONE
NA_peak_22508	NONE
NA_peak_24508	NONE
NA_peak_24421	NONE
NA_peak_24367	JAKMIP2 (+9005)
NA_peak_24111	LMNB1 (+146)
NA_peak_20435	NONE
NA_peak_22258	ADAM29 (-29726)
NA_peak_22168	NONE
NA_peak_22145	MSMO1 (-30692)
NA_peak_21978	GUCY1B3 (+50548)
NA_peak_17939	NONE
NA_peak_17816	EOMES (+91791)
NA_peak_19912	TMEM207 (-6231)
NA_peak_19417	SMC4 (-17721)
NA_peak_18925	NONE
NA_peak_18917	LSAMP (+19942)
NA_peak_14061	NONE
NA_peak_15906	PLEKHM3 (+74752)
NA_peak_15514	NONE
NA_peak_13555	NONE
NA_peak_14913	ARHGAP15 (+30328)
NA_peak_16710	NONE
NA_peak_1023	NONE
NA_peak_993	RWDD3 (+48855)
NA_peak_12161	NONE
NA_peak_10870	NONE
NA_peak_10438	OR4F4 (+39932)
NA_peak_9299	NONE
NA_peak_8257	NONE
NA_peak_7729	NONE
NA_peak_6292	GRIP1 (-37999)
NA_peak_6059	ANO6 (+95138)
NA_peak_5826	NONE
NA_peak_2044	NONE
NA_peak_1898	NONE
NA_peak_5004	NONE
NA_peak_1631	NONE
NA_peak_1583	NONE
NA_peak_1553	NONE
NA_peak_5427	NONE
NA_peak_3573	NONE
NA_peak_27592	NONE
NA_peak_18044	SACM1L (-1039)
NA_peak_25796	PGM3 (-21492)
NA_peak_26153	SOBP (+50769)
NA_peak_13004	NONE
NA_peak_10546	NONE
NA_peak_13332	LIPE (+17624)
NA_peak_11883	CYB561 (+95717)
NA_peak_9184	NONE
NA_peak_25118	GMNN (-8126)
NA_peak_2065	LPGAT1 (+25636)
NA_peak_27485	PRR15 (-78870)
NA_peak_27806	NONE
NA_peak_29930	NONE
NA_peak_27887	NONE
NA_peak_27090	GNA12 (-42255)
NA_peak_15547	DNAJC10 (+14442)
NA_peak_14653	CLASP1 (-40046)
NA_peak_11682	ANKRD40 (+972)
NA_peak_11038	CLEC3A (+35600)
NA_peak_9481	BEGAIN (-51000)
NA_peak_8422	NONE
NA_peak_6562	NONE
NA_peak_2548	ZNF672 (-47056)
NA_peak_9783	DUOX2 (+37936)
NA_peak_6010	GXYLT1 (-991)
NA_peak_30467	NONE
NA_peak_26157	NONE
NA_peak_21862	NONE
NA_peak_30759	NONE
NA_peak_27527	NONE
NA_peak_20541	NONE
NA_peak_16147	NONE
NA_peak_16841	EDN3 (+59726)
NA_peak_13353	ERCC2 (-275)
NA_peak_397	USP24 (-62688)
NA_peak_1982	PPP1R12B (+71189)
NA_peak_4921	NONE
NA_peak_1214	NONE
NA_peak_3886	SMC3 (-13732)
NA_peak_11312	COPS3 (-560)
NA_peak_24878	GCNT6 (-20414)
NA_peak_14181	PROKR1 (+1422)
NA_peak_8328	STK24 (-25669)
NA_peak_3113	VSTM4 (+86680)
NA_peak_5675	EMP1 (+29653)
NA_peak_21751	CCRN4L (+4497)
NA_peak_6171	LRP1 (+21542)
NA_peak_9439	CLMN (+16982)
NA_peak_29788	TPD52 (-27378)
NA_peak_29319	ZNF703 (+7839)
NA_peak_17545	NONE
NA_peak_16423	NONE
NA_peak_4103	NONE
NA_peak_33485	AFF2 (+99967)
NA_peak_24812	NONE
NA_peak_25284	NONE
NA_peak_16928	NONE
NA_peak_9518	NONE
NA_peak_302	KDM4A (-9876)
NA_peak_22396	F11 (-5323)
NA_peak_16676	BLCAP (-12155)
NA_peak_32209	ARX (+66622)
NA_peak_32012	NONE
NA_peak_31428	GADD45G (+63068)
NA_peak_31382	GOLM1 (-29883)
NA_peak_31282	TLE4 (+2263)
NA_peak_25117	KIAA0319 (+60719)
NA_peak_26422	HEY2 (-31323)
NA_peak_23115	NDUFAF2 (+54042)
NA_peak_22979	NONE
NA_peak_20473	COX7B2 (+39028)
NA_peak_19669	NONE
NA_peak_19210	PLSCR1 (-31295)
NA_peak_13805	NONE
NA_peak_16259	NONE
NA_peak_15525	ITGA4 (+9639)
NA_peak_13390	SPIB (-3955)
NA_peak_13175	GNG7 (+63362)
NA_peak_13036	NONE
NA_peak_12703	SETBP1 (-59886)
NA_peak_724	ST6GALNAC3 (+65785)
NA_peak_10906	NONE
NA_peak_8247	NONE
NA_peak_7061	RNF34 (+83978)
NA_peak_4462	CSTF3 (-21157)
NA_peak_21893	MAB21L2 (-9044)
NA_peak_12903	ALPK2 (+59337)
NA_peak_133	KLHDC7A (+61614)
NA_peak_3518	ZMIZ1 (+62795)
NA_peak_4721	RARRES3 (-6753)
NA_peak_30626	NONE
NA_peak_11102	USP10 (+54708)
NA_peak_1215	NONE
NA_peak_17110	IFNAR2 (-33049)
NA_peak_6990	NONE
NA_peak_30701	NONE
NA_peak_20494	TXK (+25392)
NA_peak_370	RAB3B (+24024)
NA_peak_13266	C19orf12 (+3131)
NA_peak_12500	TTR (+19215)
NA_peak_10623	ZG16 (-12604)
NA_peak_24503	NONE
NA_peak_12337	GATA6 (-40255)
NA_peak_32631	KIF4A (+40207)
NA_peak_32355	NONE
NA_peak_32249	NONE
NA_peak_31901	DHRSX (-61804)
NA_peak_32003	NONE
NA_peak_30635	NONE
NA_peak_30564	SLC1A1 (-27341)
NA_peak_30775	NONE
NA_peak_29048	SGCZ (+5040)
NA_peak_30388	NONE
NA_peak_30351	NONE
NA_peak_30236	NONE
NA_peak_28072	NONE
NA_peak_27633	HECW1 (+95642)
NA_peak_27318	TMEM196 (-61548)
NA_peak_28586	POT1 (-68905)
NA_peak_25939	EPHA7 (-26003)
NA_peak_25722	ENSG00000269964 (+73896)
NA_peak_25643	NONE
NA_peak_25558	NONE
NA_peak_25214	HLA-DRB1 (-18781)
NA_peak_26487	ARHGAP18 (+64145)
NA_peak_26260	NONE
NA_peak_23192	SLC30A5 (+16331)
NA_peak_23100	NONE
NA_peak_22892	DAB2 (-29245)
NA_peak_22859	SPEF2 (+71749)
NA_peak_24611	NONE
NA_peak_24095	NONE
NA_peak_24058	NONE
NA_peak_21160	NONE
NA_peak_21108	NONE
NA_peak_20650	NONE
NA_peak_22267	NONE
NA_peak_21715	NONE
NA_peak_21690	NONE
NA_peak_18564	NONE
NA_peak_18473	NONE
NA_peak_17551	ITPR1 (+68594)
NA_peak_19745	PIK3CA (-1134)
NA_peak_19533	NONE
NA_peak_18958	GTF2E1 (+23605)
NA_peak_14186	ANTXR1 (+49451)
NA_peak_15799	SPATS2L (-2561)
NA_peak_14919	NONE
NA_peak_14783	MAP3K19 (-4973)
NA_peak_16945	NONE
NA_peak_14492	NONE
NA_peak_16837	GNAS (+41719)
NA_peak_13398	ZNF766 (-34973)
NA_peak_12458	NONE
NA_peak_10684	NONE
NA_peak_8083	NONE
NA_peak_7721	NONE
NA_peak_7594	NONE
NA_peak_6205	NONE
NA_peak_4989	NONE
NA_peak_1751	NONE
NA_peak_4879	NONE
NA_peak_1460	FCRL4 (-20261)
NA_peak_4326	SLC17A6 (+41589)
NA_peak_4260	NONE
NA_peak_5164	YAP1 (+33997)
NA_peak_3527	SFTPD (+39607)
NA_peak_3107	MAPK8 (+58237)
NA_peak_18384	NONE
NA_peak_17781	RARB (+27901)
NA_peak_12312	ROCK1 (-634)
NA_peak_12902	ALPK2 (+76417)
NA_peak_31749	NONE
NA_peak_28711	NONE
NA_peak_24642	NONE
NA_peak_22340	NONE
NA_peak_21932	FBXW7 (+48912)
NA_peak_14869	NONE
NA_peak_14499	NONE
NA_peak_16860	CDH4 (-27782)
NA_peak_10596	NONE
